BAM31541.1	OTHER	0.009374	0.000517	0.001180	0.988930	
BAM31542.1	OTHER	0.003513	0.000620	0.001007	0.994859	
BAM31546.1	OTHER	0.007023	0.001166	0.001787	0.990024	
BAM31558.1	OTHER	0.013364	0.007445	0.003917	0.975274	
BAM31561.1	SP(Sec/SPI)	0.637642	0.030409	0.057648	0.274301	CS pos: 24-25. VLS-EN. Pr: 0.4102
BAM31562.1	OTHER	0.003770	0.000590	0.003403	0.992237	
BAM31565.1	OTHER	0.009317	0.007317	0.002379	0.980987	
BAM31566.1	OTHER	0.028811	0.002024	0.021169	0.947997	
BAM31611.1	OTHER	0.001671	0.000285	0.000150	0.997894	
BAM31619.1	OTHER	0.005246	0.001097	0.000620	0.993038	
BAM31637.1	OTHER	0.022749	0.000412	0.011083	0.965756	
BAM31657.1	OTHER	0.117847	0.000328	0.016030	0.865795	
BAM31663.1	OTHER	0.004541	0.001987	0.001031	0.992441	
BAM31668.1	OTHER	0.005700	0.000914	0.001574	0.991812	
BAM31670.1	LIPO(Sec/SPII)	0.001383	0.000109	0.998008	0.000500	CS pos: 25-26. LTA-CQ. Pr: 0.9979
BAM31671.1	SP(Sec/SPI)	0.972495	0.000299	0.025203	0.002004	CS pos: 23-24. ALA-TQ. Pr: 0.7640
BAM31679.1	OTHER	0.001897	0.001281	0.000308	0.996514	
BAM31680.1	OTHER	0.005724	0.003933	0.000641	0.989702	
BAM31694.1	OTHER	0.020857	0.025011	0.003356	0.950776	
BAM31710.1	OTHER	0.027295	0.009929	0.013237	0.949539	
BAM31711.1	SP(Sec/SPI)	0.979382	0.004589	0.014801	0.001228	CS pos: 29-30. VSA-DD. Pr: 0.9140
BAM31712.1	OTHER	0.016014	0.002913	0.055461	0.925613	
BAM31717.1	OTHER	0.126925	0.000437	0.013258	0.859380	
BAM31718.1	OTHER	0.023158	0.000523	0.032296	0.944023	
BAM31720.1	OTHER	0.002414	0.000324	0.000294	0.996968	
BAM31726.1	OTHER	0.124059	0.029638	0.021429	0.824874	
BAM31728.1	SP(Sec/SPI)	0.939660	0.000833	0.035042	0.024465	CS pos: 19-20. VEA-RG. Pr: 0.4385
BAM31736.1	OTHER	0.010052	0.001104	0.004345	0.984499	
BAM31739.1	OTHER	0.025539	0.002477	0.006962	0.965022	
BAM31742.1	OTHER	0.160322	0.000743	0.038416	0.800519	
BAM31746.1	OTHER	0.002053	0.000407	0.007051	0.990490	
BAM31751.1	OTHER	0.004053	0.000447	0.000398	0.995103	
BAM31767.1	OTHER	0.020485	0.009025	0.003172	0.967318	
BAM31769.1	OTHER	0.000887	0.000196	0.084564	0.914353	
BAM31788.1	OTHER	0.012653	0.004196	0.001647	0.981504	
BAM31790.1	OTHER	0.002783	0.000668	0.000254	0.996294	
BAM31802.1	OTHER	0.013035	0.001019	0.001339	0.984607	
BAM31805.1	OTHER	0.003996	0.002133	0.001481	0.992390	
BAM31806.1	OTHER	0.001801	0.000186	0.000246	0.997768	
BAM31807.1	OTHER	0.004245	0.001285	0.000475	0.993995	
BAM31808.1	OTHER	0.013644	0.007427	0.002325	0.976604	
BAM31809.1	OTHER	0.000715	0.000202	0.000165	0.998917	
BAM31815.1	OTHER	0.006250	0.000681	0.001019	0.992049	
BAM31830.1	OTHER	0.039597	0.000132	0.011325	0.948946	
BAM31867.1	OTHER	0.027466	0.002804	0.001705	0.968025	
BAM31879.1	OTHER	0.010224	0.000928	0.001798	0.987050	
BAM31881.1	OTHER	0.004457	0.001088	0.000741	0.993714	
BAM31889.1	OTHER	0.004233	0.001013	0.000709	0.994045	
BAM31932.1	OTHER	0.017194	0.127069	0.001459	0.854279	
BAM31935.1	SP(Sec/SPI)	0.778498	0.000504	0.096029	0.124970	CS pos: 17-18. SYG-AN. Pr: 0.7752
BAM31936.1	OTHER	0.004047	0.000158	0.064145	0.931650	
BAM31941.1	SP(Sec/SPI)	0.851920	0.000571	0.095928	0.051581	CS pos: 20-21. TLG-AG. Pr: 0.6944
BAM31970.1	LIPO(Sec/SPII)	0.001637	0.000090	0.997674	0.000598	CS pos: 19-20. FGG-CG. Pr: 0.9983
BAM31971.1	SP(Sec/SPI)	0.564306	0.002236	0.020445	0.413014	CS pos: 27-28. AFG-AI. Pr: 0.5035
BAM31972.1	SP(Sec/SPI)	0.895279	0.000307	0.101355	0.003060	CS pos: 23-24. SVA-EE. Pr: 0.7566
BAM32007.1	OTHER	0.018690	0.011514	0.008437	0.961360	
BAM32014.1	OTHER	0.063467	0.000524	0.027214	0.908794	
BAM32015.1	OTHER	0.031416	0.001346	0.000850	0.966387	
BAM32018.1	OTHER	0.010522	0.001297	0.002276	0.985905	
BAM32019.1	SP(Sec/SPI)	0.988339	0.003370	0.004829	0.003462	CS pos: 31-32. AFA-DS. Pr: 0.9791
BAM32020.1	OTHER	0.003985	0.000874	0.000829	0.994312	
BAM32021.1	OTHER	0.006656	0.000942	0.001957	0.990445	
BAM32034.1	LIPO(Sec/SPII)	0.002975	0.000073	0.996688	0.000264	CS pos: 24-25. FTA-CS. Pr: 0.9971
BAM32045.1	OTHER	0.004054	0.001491	0.000709	0.993746	
BAM32046.1	OTHER	0.028392	0.013195	0.002062	0.956352	
BAM32048.1	OTHER	0.025102	0.000225	0.001133	0.973541	
BAM32059.1	OTHER	0.040459	0.007942	0.007530	0.944068	
BAM32068.1	OTHER	0.015297	0.012198	0.002354	0.970151	
BAM32074.1	OTHER	0.013549	0.000234	0.000268	0.985950	
BAM32078.1	OTHER	0.091230	0.010345	0.051013	0.847413	
BAM32086.1	OTHER	0.025209	0.001446	0.044926	0.928420	
BAM32094.1	OTHER	0.002686	0.001258	0.000409	0.995647	
BAM32095.1	OTHER	0.004465	0.012212	0.001658	0.981664	
BAM32096.1	SP(Sec/SPI)	0.912149	0.000269	0.074273	0.013309	CS pos: 20-21. AYT-DS. Pr: 0.5661
BAM32098.1	OTHER	0.019626	0.001550	0.001306	0.977517	
BAM32102.1	OTHER	0.009432	0.003347	0.002843	0.984378	
BAM32107.1	OTHER	0.021497	0.016372	0.028141	0.933990	
BAM32108.1	OTHER	0.014706	0.083185	0.001634	0.900475	
BAM32122.1	OTHER	0.003342	0.000212	0.000310	0.996137	
BAM32124.1	SP(Sec/SPI)	0.845766	0.000798	0.097290	0.056145	CS pos: 19-20. LRA-GQ. Pr: 0.7398
BAM32138.1	OTHER	0.014950	0.000667	0.001729	0.982653	
BAM32143.1	OTHER	0.006568	0.000876	0.001112	0.991444	
BAM32146.1	OTHER	0.109729	0.003540	0.012167	0.874565	
BAM32147.1	OTHER	0.003571	0.000401	0.000656	0.995371	
BAM32150.1	OTHER	0.001331	0.000341	0.000197	0.998132	
BAM32154.1	OTHER	0.007330	0.015468	0.001421	0.975781	
BAM32155.1	OTHER	0.001944	0.001332	0.000220	0.996504	
BAM32162.1	OTHER	0.124011	0.000824	0.134834	0.740331	
BAM32163.1	OTHER	0.001238	0.000103	0.010628	0.988031	
BAM32164.1	SP(Sec/SPI)	0.917253	0.000274	0.067533	0.014940	CS pos: 16-17. LHA-GE. Pr: 0.8924
BAM32198.1	SP(Sec/SPI)	0.984325	0.000595	0.006115	0.008964	CS pos: 20-21. ANA-NN. Pr: 0.9600
BAM32209.1	OTHER	0.002905	0.000171	0.093071	0.903853	
BAM32211.1	SP(Sec/SPI)	0.738777	0.000131	0.250439	0.010654	CS pos: 17-18. GYA-EP. Pr: 0.5947
BAM32213.1	OTHER	0.005886	0.000333	0.001293	0.992488	
BAM32214.1	OTHER	0.409292	0.005683	0.134294	0.450731	
BAM32231.1	OTHER	0.013999	0.003549	0.004910	0.977542	
BAM32240.1	OTHER	0.027819	0.010352	0.007165	0.954664	
BAM32245.1	LIPO(Sec/SPII)	0.000488	0.000063	0.999135	0.000315	CS pos: 21-22. FAG-CS. Pr: 0.9992
BAM32246.1	OTHER	0.000386	0.000161	0.000519	0.998934	
BAM32248.1	OTHER	0.002396	0.005801	0.003501	0.988302	
BAM32250.1	OTHER	0.003170	0.001747	0.000832	0.994251	
BAM32262.1	OTHER	0.007954	0.017381	0.003175	0.971490	
BAM32263.1	OTHER	0.004740	0.000180	0.006301	0.988779	
BAM32264.1	OTHER	0.001645	0.000139	0.000348	0.997868	
BAM32265.1	SP(Sec/SPI)	0.991970	0.000424	0.004436	0.003170	CS pos: 24-25. AQA-NL. Pr: 0.9549
BAM32270.1	OTHER	0.003424	0.002342	0.000503	0.993730	
BAM32275.1	OTHER	0.064493	0.001538	0.283942	0.650027	
BAM32278.1	OTHER	0.008075	0.001490	0.001500	0.988936	
BAM32279.1	OTHER	0.011301	0.003350	0.002114	0.983235	
BAM32284.1	OTHER	0.017890	0.001652	0.002581	0.977877	
BAM32286.1	OTHER	0.027475	0.001274	0.013313	0.957939	
BAM32287.1	OTHER	0.004052	0.000983	0.001648	0.993317	
BAM32289.1	SP(Sec/SPI)	0.753804	0.000538	0.091489	0.154170	CS pos: 26-27. IYA-LG. Pr: 0.4894
BAM32290.1	OTHER	0.003506	0.003176	0.001196	0.992121	
BAM32293.1	LIPO(Sec/SPII)	0.004496	0.000084	0.994961	0.000459	CS pos: 18-19. FVG-CA. Pr: 0.9956
BAM32294.1	SP(Sec/SPI)	0.905456	0.011254	0.005680	0.077610	CS pos: 28-29. LYA-AR. Pr: 0.8483
BAM32295.1	OTHER	0.003389	0.000413	0.000481	0.995717	
BAM32308.1	OTHER	0.009215	0.002936	0.002191	0.985658	
BAM32337.1	OTHER	0.002847	0.000726	0.000332	0.996095	
BAM32345.1	OTHER	0.022408	0.003943	0.008011	0.965638	
BAM32349.1	OTHER	0.028385	0.003255	0.004699	0.963661	
BAM32363.1	OTHER	0.151587	0.013093	0.012751	0.822569	
BAM32369.1	OTHER	0.021694	0.001189	0.176324	0.800793	
BAM32373.1	OTHER	0.003697	0.002374	0.000672	0.993257	
BAM32375.1	OTHER	0.001545	0.000294	0.011962	0.986199	
BAM32376.1	SP(Sec/SPI)	0.992130	0.000217	0.004544	0.003109	CS pos: 20-21. AWG-YD. Pr: 0.7642
BAM32391.1	OTHER	0.020535	0.000579	0.067738	0.911149	
BAM32413.1	OTHER	0.004125	0.001490	0.000369	0.994016	
BAM32433.1	OTHER	0.004058	0.000376	0.005201	0.990365	
BAM32434.1	OTHER	0.000883	0.000096	0.000369	0.998652	
BAM32440.1	OTHER	0.002392	0.000473	0.000452	0.996683	
BAM32441.1	OTHER	0.004236	0.000525	0.002518	0.992721	
BAM32444.1	OTHER	0.008859	0.000878	0.000591	0.989672	
BAM32464.1	OTHER	0.017307	0.003512	0.006286	0.972895	
BAM32470.1	OTHER	0.015488	0.000957	0.001548	0.982008	
BAM32473.1	OTHER	0.012825	0.001750	0.001589	0.983837	
BAM32477.1	OTHER	0.011414	0.000344	0.001590	0.986652	
BAM32478.1	OTHER	0.006330	0.000637	0.000615	0.992418	
BAM32479.1	OTHER	0.006451	0.001009	0.000870	0.991669	
BAM32493.1	OTHER	0.217970	0.008555	0.016777	0.756698	
BAM32496.1	OTHER	0.018022	0.031930	0.004007	0.946041	
BAM32498.1	OTHER	0.002350	0.000696	0.000388	0.996567	
BAM32513.1	OTHER	0.002022	0.000899	0.000259	0.996820	
BAM32515.1	OTHER	0.003199	0.002177	0.000719	0.993905	
BAM32518.1	OTHER	0.001750	0.000173	0.000543	0.997534	
BAM32520.1	OTHER	0.150860	0.001506	0.067216	0.780419	
BAM32522.1	OTHER	0.007500	0.000305	0.001406	0.990789	
BAM32523.1	OTHER	0.010393	0.000824	0.002388	0.986395	
BAM32524.1	OTHER	0.007932	0.000571	0.000840	0.990657	
BAM32527.1	OTHER	0.001128	0.000213	0.003503	0.995157	
BAM32558.1	OTHER	0.001748	0.000391	0.002101	0.995760	
BAM32559.1	OTHER	0.067199	0.000829	0.009324	0.922648	
BAM32560.1	OTHER	0.004062	0.000447	0.000846	0.994646	
BAM32576.1	OTHER	0.001795	0.000986	0.000283	0.996936	
BAM32577.1	OTHER	0.014712	0.021126	0.002449	0.961713	
BAM32578.1	OTHER	0.002075	0.000726	0.000746	0.996454	
BAM32581.1	OTHER	0.008923	0.003963	0.001981	0.985134	
BAM32585.1	OTHER	0.002990	0.002582	0.000419	0.994008	
BAM32586.1	OTHER	0.000408	0.000164	0.005228	0.994200	
BAM32626.1	OTHER	0.007890	0.000833	0.002698	0.988580	
BAM32627.1	OTHER	0.010241	0.003089	0.001422	0.985248	
BAM32634.1	OTHER	0.015297	0.001697	0.003972	0.979035	
BAM32661.1	OTHER	0.018936	0.009432	0.002093	0.969539	
BAM32663.1	OTHER	0.001920	0.001522	0.000269	0.996290	
BAM32664.1	OTHER	0.005780	0.003631	0.001348	0.989242	
BAM32665.1	OTHER	0.028287	0.012876	0.005503	0.953334	
BAM32666.1	OTHER	0.004664	0.004967	0.000980	0.989390	
BAM32670.1	OTHER	0.014016	0.002727	0.001467	0.981790	
BAM32673.1	OTHER	0.014016	0.002727	0.001467	0.981790	
BAM32685.1	OTHER	0.012775	0.002351	0.001358	0.983516	
BAM32687.1	OTHER	0.005708	0.003795	0.000502	0.989995	
BAM32689.1	OTHER	0.033689	0.008106	0.006000	0.952205	
BAM32692.1	OTHER	0.012264	0.001002	0.005825	0.980909	
BAM32693.1	OTHER	0.119824	0.051796	0.025134	0.803245	
BAM32697.1	OTHER	0.012775	0.002351	0.001358	0.983516	
BAM32698.1	OTHER	0.048179	0.025723	0.029058	0.897040	
BAM32703.1	OTHER	0.153710	0.003268	0.005931	0.837092	
BAM32704.1	OTHER	0.002962	0.001030	0.000526	0.995482	
BAM32706.1	OTHER	0.025175	0.003901	0.004961	0.965963	
BAM32709.1	OTHER	0.003247	0.000656	0.000576	0.995521	
BAM32714.1	OTHER	0.002168	0.001510	0.000358	0.995964	
BAM32715.1	OTHER	0.224023	0.047174	0.035115	0.693687	
BAM32720.1	OTHER	0.014678	0.005412	0.005644	0.974265	
BAM32721.1	OTHER	0.004141	0.002028	0.000612	0.993218	
BAM32723.1	OTHER	0.012337	0.005820	0.005220	0.976624	
BAM32727.1	OTHER	0.005244	0.002125	0.000855	0.991776	
BAM32731.1	SP(Sec/SPI)	0.721974	0.001805	0.102036	0.174185	CS pos: 22-23. LYA-KN. Pr: 0.4349
BAM32732.1	SP(Sec/SPI)	0.622819	0.010390	0.340511	0.026280	CS pos: 22-23. VFC-QE. Pr: 0.3698
BAM32733.1	OTHER	0.029239	0.002569	0.006857	0.961335	
BAM32734.1	SP(Sec/SPI)	0.551152	0.000502	0.428065	0.020282	CS pos: 17-18. CSG-AD. Pr: 0.4383
BAM32735.1	OTHER	0.014017	0.001271	0.004983	0.979729	
BAM32737.1	OTHER	0.008943	0.001579	0.004949	0.984530	
BAM32738.1	OTHER	0.000865	0.000267	0.000142	0.998726	
BAM32739.1	OTHER	0.014678	0.005412	0.005644	0.974265	
BAM32740.1	OTHER	0.013313	0.045515	0.001389	0.939784	
BAM32746.1	OTHER	0.012775	0.002351	0.001358	0.983516	
BAM32752.1	OTHER	0.010044	0.000649	0.002133	0.987174	
BAM32753.1	OTHER	0.008677	0.001279	0.001540	0.988504	
BAM32758.1	OTHER	0.027674	0.006333	0.005397	0.960596	
BAM32759.1	OTHER	0.013330	0.010444	0.003387	0.972839	
BAM32762.1	SP(Sec/SPI)	0.658333	0.000284	0.168852	0.172531	CS pos: 17-18. LYG-AI. Pr: 0.6402
BAM32764.1	OTHER	0.011976	0.001120	0.001379	0.985524	
BAM32765.1	OTHER	0.006978	0.001577	0.001765	0.989680	
BAM32766.1	OTHER	0.034277	0.004478	0.006811	0.954434	
BAM32767.1	SP(Sec/SPI)	0.520857	0.000237	0.473648	0.005258	CS pos: 24-25. AFS-QD. Pr: 0.4565
BAM32768.1	OTHER	0.022360	0.013747	0.027213	0.936680	
BAM32769.1	SP(Sec/SPI)	0.981463	0.000133	0.018069	0.000335	CS pos: 18-19. ANA-EP. Pr: 0.8011
BAM32774.1	OTHER	0.001023	0.000409	0.000170	0.998398	
BAM32775.1	OTHER	0.008528	0.000777	0.008995	0.981700	
BAM32777.1	OTHER	0.005035	0.003717	0.000948	0.990300	
BAM32778.1	OTHER	0.012251	0.254670	0.003468	0.729612	
BAM32779.1	OTHER	0.047522	0.002440	0.007414	0.942623	
BAM32780.1	OTHER	0.023513	0.011481	0.001923	0.963084	
BAM32781.1	OTHER	0.003890	0.001313	0.001556	0.993241	
BAM32782.1	OTHER	0.005586	0.000580	0.001359	0.992475	
BAM32783.1	LIPO(Sec/SPII)	0.204045	0.000330	0.658141	0.137484	CS pos: 15-16. SFV-CL. Pr: 0.3955
BAM32784.1	OTHER	0.013973	0.001874	0.008618	0.975534	
BAM32785.1	OTHER	0.005586	0.000580	0.001359	0.992475	
BAM32786.1	SP(Sec/SPI)	0.949048	0.000377	0.027196	0.023378	CS pos: 21-22. SSA-IE. Pr: 0.4670
BAM32787.1	OTHER	0.033325	0.003642	0.036278	0.926755	
BAM32788.1	OTHER	0.005586	0.000580	0.001359	0.992475	
BAM32789.1	SP(Sec/SPI)	0.997954	0.000095	0.001511	0.000439	CS pos: 17-18. VYA-DS. Pr: 0.9896
BAM32790.1	OTHER	0.016026	0.002078	0.002292	0.979604	
BAM32791.1	OTHER	0.006827	0.000578	0.001786	0.990809	
BAM32792.1	SP(Sec/SPI)	0.982952	0.000385	0.009875	0.006788	CS pos: 20-21. ANA-EE. Pr: 0.9781
BAM32793.1	OTHER	0.057761	0.001226	0.017377	0.923636	
BAM32795.1	OTHER	0.047627	0.020100	0.005309	0.926964	
BAM32796.1	LIPO(Sec/SPII)	0.012417	0.000111	0.985571	0.001902	CS pos: 15-16. FCA-CS. Pr: 0.9851
BAM32797.1	OTHER	0.005769	0.005442	0.001122	0.987667	
BAM32799.1	OTHER	0.009475	0.005014	0.002850	0.982661	
BAM32800.1	OTHER	0.005151	0.000698	0.001483	0.992669	
BAM32801.1	LIPO(Sec/SPII)	0.000641	0.000061	0.995873	0.003425	CS pos: 22-23. LSG-CS. Pr: 0.9971
BAM32802.1	OTHER	0.000889	0.001884	0.000130	0.997098	
BAM32803.1	OTHER	0.010984	0.001556	0.002225	0.985235	
BAM32804.1	OTHER	0.050880	0.001361	0.012287	0.935472	
BAM32805.1	OTHER	0.058419	0.002052	0.009869	0.929660	
BAM32806.1	OTHER	0.005231	0.000105	0.002970	0.991694	
BAM32807.1	OTHER	0.008332	0.002793	0.002330	0.986546	
BAM32811.1	OTHER	0.005586	0.000580	0.001359	0.992475	
BAM32814.1	OTHER	0.010214	0.003181	0.001893	0.984712	
BAM32815.1	OTHER	0.077433	0.007197	0.014045	0.901325	
BAM32816.1	OTHER	0.000441	0.000229	0.015364	0.983965	
BAM32817.1	OTHER	0.009062	0.001308	0.002528	0.987102	
BAM32818.1	OTHER	0.015249	0.000289	0.003974	0.980488	
BAM32819.1	OTHER	0.001609	0.000469	0.000258	0.997663	
BAM32821.1	OTHER	0.001780	0.000526	0.000308	0.997385	
BAM32823.1	OTHER	0.005255	0.001503	0.000930	0.992312	
BAM32824.1	OTHER	0.003066	0.000510	0.000393	0.996031	
BAM32825.1	OTHER	0.002182	0.002928	0.000451	0.994439	
BAM32826.1	OTHER	0.003299	0.000464	0.000309	0.995927	
BAM32827.1	OTHER	0.001302	0.000404	0.000217	0.998077	
BAM32828.1	OTHER	0.003787	0.001818	0.000643	0.993751	
BAM32830.1	LIPO(Sec/SPII)	0.000501	0.000028	0.999318	0.000153	CS pos: 16-17. FGA-CS. Pr: 0.9997
BAM32831.1	OTHER	0.001011	0.000191	0.000113	0.998685	
BAM32832.1	OTHER	0.007968	0.006643	0.006698	0.978691	
BAM32836.1	OTHER	0.002121	0.000548	0.000546	0.996785	
BAM32847.1	OTHER	0.002080	0.000353	0.000287	0.997279	
BAM32848.1	OTHER	0.014197	0.001961	0.005171	0.978671	
BAM32926.1	OTHER	0.005230	0.001401	0.001021	0.992348	
BAM32927.1	OTHER	0.001946	0.000178	0.001167	0.996709	
BAM32938.1	OTHER	0.013118	0.048916	0.000892	0.937074	
BAM32945.1	OTHER	0.117524	0.007512	0.053187	0.821777	
BAM32949.1	SP(Sec/SPI)	0.987838	0.000611	0.004980	0.006570	CS pos: 20-21. AFA-VS. Pr: 0.8059
BAM32968.1	OTHER	0.005575	0.000124	0.001422	0.992879	
BAM32978.1	OTHER	0.001813	0.011888	0.000158	0.986142	
BAM33000.1	OTHER	0.129673	0.009845	0.032780	0.827701	
BAM33001.1	OTHER	0.004476	0.000337	0.000519	0.994668	
BAM33004.1	OTHER	0.003424	0.002697	0.000580	0.993299	
BAM33006.1	OTHER	0.074543	0.121094	0.003193	0.801169	
BAM33009.1	OTHER	0.004326	0.004891	0.000676	0.990107	
BAM33011.1	LIPO(Sec/SPII)	0.001489	0.000095	0.997954	0.000462	CS pos: 20-21. FVG-CF. Pr: 0.9988
BAM33013.1	OTHER	0.009513	0.000232	0.006871	0.983384	
BAM33015.1	OTHER	0.003901	0.001022	0.000390	0.994686	
BAM33021.1	OTHER	0.007223	0.001340	0.003692	0.987745	
BAM33022.1	OTHER	0.009594	0.001063	0.001796	0.987547	
BAM33028.1	OTHER	0.001697	0.000927	0.000366	0.997010	
BAM33038.1	OTHER	0.010367	0.000796	0.003324	0.985513	
BAM33040.1	OTHER	0.044377	0.029690	0.008884	0.917048	
BAM33046.1	OTHER	0.001420	0.000105	0.001181	0.997294	
BAM33047.1	OTHER	0.139873	0.000448	0.021535	0.838144	
BAM33070.1	OTHER	0.002629	0.000832	0.000705	0.995834	
BAM33075.1	OTHER	0.019543	0.003456	0.005779	0.971221	
BAM33077.1	OTHER	0.001987	0.001579	0.000508	0.995926	
BAM33084.1	OTHER	0.012357	0.001223	0.002638	0.983782	
BAM33085.1	OTHER	0.004730	0.000972	0.000666	0.993632	
BAM33089.1	OTHER	0.001070	0.000224	0.000128	0.998577	
BAM33101.1	OTHER	0.005665	0.001487	0.000716	0.992132	
BAM33112.1	SP(Sec/SPI)	0.674858	0.000896	0.291275	0.032972	CS pos: 20-21. LCA-LE. Pr: 0.5313
BAM33133.1	OTHER	0.004135	0.001290	0.000376	0.994200	
BAM33145.1	OTHER	0.003073	0.000650	0.000976	0.995301	
BAM33157.1	OTHER	0.002522	0.000660	0.002029	0.994790	
BAM33161.1	OTHER	0.004263	0.000951	0.001128	0.993657	
BAM33162.1	OTHER	0.005694	0.009735	0.000875	0.983696	
BAM33163.1	OTHER	0.011235	0.003261	0.001403	0.984101	
BAM33168.1	OTHER	0.005483	0.000160	0.073934	0.920423	
BAM33181.1	OTHER	0.013914	0.003603	0.003496	0.978987	
BAM33182.1	OTHER	0.029872	0.000888	0.003974	0.965266	
BAM33183.1	OTHER	0.088663	0.002405	0.049270	0.859662	
BAM33186.1	LIPO(Sec/SPII)	0.148988	0.000730	0.731489	0.118793	CS pos: 17-18. AGA-CF. Pr: 0.7311
BAM33187.1	LIPO(Sec/SPII)	0.422119	0.000532	0.474523	0.102826	CS pos: 17-18. LMG-AE. Pr: 0.5184
BAM33188.1	OTHER	0.019770	0.002879	0.033452	0.943899	
BAM33208.1	OTHER	0.013497	0.004842	0.001691	0.979970	
BAM33209.1	OTHER	0.030183	0.002224	0.004945	0.962648	
BAM33210.1	OTHER	0.043103	0.044608	0.006833	0.905455	
BAM33211.1	SP(Sec/SPI)	0.697615	0.000793	0.253866	0.047726	CS pos: 25-26. LNA-QI. Pr: 0.6725
BAM33234.1	OTHER	0.004117	0.008106	0.000817	0.986960	
BAM33248.1	OTHER	0.003319	0.000758	0.000266	0.995657	
BAM33273.1	SP(Sec/SPI)	0.902955	0.002228	0.012876	0.081941	CS pos: 24-25. IKA-NH. Pr: 0.8308
BAM33275.1	OTHER	0.039537	0.022578	0.007008	0.930878	
BAM33285.1	OTHER	0.002094	0.002825	0.000459	0.994622	
BAM33296.1	OTHER	0.005761	0.004933	0.001184	0.988122	
BAM33297.1	OTHER	0.024789	0.001256	0.003772	0.970183	
BAM33303.1	OTHER	0.013487	0.002195	0.001366	0.982952	
BAM33304.1	OTHER	0.019956	0.003133	0.003368	0.973543	
BAM33305.1	OTHER	0.002192	0.001841	0.000281	0.995686	
BAM33318.1	OTHER	0.056438	0.014225	0.016764	0.912574	
BAM33328.1	OTHER	0.013862	0.001400	0.001925	0.982812	
BAM33333.1	OTHER	0.004047	0.000445	0.000409	0.995099	
BAM33335.1	OTHER	0.289242	0.002392	0.048950	0.659416	
BAM33351.1	OTHER	0.009691	0.003057	0.001310	0.985943	
BAM33353.1	OTHER	0.003383	0.000974	0.000761	0.994882	
